customer_id,customer_name,registration_date,preferred_zone,customer_segment
CUST03719,Customer_3719,2024-12-24,Marina (Dubai),Regular
CUST03720,Customer_3720,2024-10-01,Al Majaz (Sharjah),Premium
CUST03721,Customer_3721,2024-09-07,JBR (Dubai),Regular
CUST03722,Customer_3722,2024-10-26,Yas Island (Abu Dhabi),Premium
CUST03723,Customer_3723,2024-11-29,JBR (Dubai),Premium
CUST03724,Customer_3724,2024-04-16,Al Nahda (Sharjah),Premium
CUST03725,Customer_3725,2024-04-02,Al Nuaimiya (Ajman),Regular
CUST03726,Customer_3726,2024-04-02,Marina (Dubai),Regular
CUST03727,Customer_3727,2024-06-09,JBR (Dubai),New
CUST03728,Customer_3728,2024-10-21,Deira (Dubai),Regular
CUST03729,Customer_3729,2024-02-14,Yas Island (Abu Dhabi),New
CUST03730,Customer_3730,2024-01-18,JBR (Dubai),VIP
CUST03731,Customer_3731,2024-09-16,Business Bay (Dubai),Regular
CUST03732,Customer_3732,2024-10-05,Downtown (Dubai),Regular
CUST03733,Customer_3733,2024-12-02,Marina (Dubai),New
CUST03734,Customer_3734,2024-01-24,Yas Island (Abu Dhabi),VIP
CUST03735,Customer_3735,2024-05-30,Al Nahda (Sharjah),Regular
CUST03736,Customer_3736,2024-03-12,Al Reem (Abu Dhabi),Regular
CUST03737,Customer_3737,2024-06-09,Yas Island (Abu Dhabi),VIP
CUST03738,Customer_3738,2024-06-29,Al Reem (Abu Dhabi),Regular
CUST03739,Customer_3739,2024-04-17,Al Qasimia (Sharjah),New
CUST03740,Customer_3740,2024-01-23,Deira (Dubai),New
CUST03741,Customer_3741,2024-03-13,Business Bay (Dubai),Premium
CUST03742,Customer_3742,2024-04-20,Downtown (Dubai),Regular
CUST03743,Customer_3743,2024-04-20,Al Reem (Abu Dhabi),Regular
CUST03744,Customer_3744,2024-03-06,Al Qasimia (Sharjah),Regular
CUST03745,Customer_3745,2024-02-08,Yas Island (Abu Dhabi),New
CUST03746,Customer_3746,2024-07-14,Al Nahda (Sharjah),VIP
CUST03747,Customer_3747,2024-07-23,Khalidiya (Abu Dhabi),New
CUST03748,Customer_3748,2024-05-10,Al Nahda (Sharjah),Regular
CUST03749,Customer_3749,2024-12-21,Downtown (Dubai),Regular
CUST03750,Customer_3750,2024-02-06,Al Nahda (Sharjah),Premium
CUST03751,Customer_3751,2024-11-20,Al Qasimia (Sharjah),Regular
CUST03752,Customer_3752,2024-12-31,JLT (Dubai),Regular
CUST03753,Customer_3753,2024-11-27,Al Nuaimiya (Ajman),Regular
CUST03754,Customer_3754,2024-03-24,Corniche (Abu Dhabi),Premium
CUST03755,Customer_3755,2024-06-10,Al Majaz (Sharjah),Regular
CUST03756,Customer_3756,2024-01-14,Al Reem (Abu Dhabi),New
CUST03757,Customer_3757,2024-05-18,JBR (Dubai),Regular
CUST03758,Customer_3758,2024-12-16,Yas Island (Abu Dhabi),Regular
CUST03759,Customer_3759,2024-06-17,Al Nahda (Sharjah),New
CUST03760,Customer_3760,2024-06-19,Al Majaz (Sharjah),New
CUST03761,Customer_3761,2024-04-25,Business Bay (Dubai),New
CUST03762,Customer_3762,2024-07-12,Deira (Dubai),Regular
CUST03763,Customer_3763,2024-02-23,Al Majaz (Sharjah),VIP
CUST03764,Customer_3764,2024-03-30,Yas Island (Abu Dhabi),Premium
CUST03765,Customer_3765,2024-06-05,Al Reem (Abu Dhabi),Premium
CUST03766,Customer_3766,2024-09-07,JBR (Dubai),Regular
CUST03767,Customer_3767,2024-12-24,Al Reem (Abu Dhabi),Premium
CUST03768,Customer_3768,2024-10-09,Business Bay (Dubai),Regular
CUST03769,Customer_3769,2024-01-25,Downtown (Dubai),Regular
CUST03770,Customer_3770,2024-07-18,Downtown (Dubai),Regular
CUST03771,Customer_3771,2024-12-13,Al Majaz (Sharjah),Regular
CUST03772,Customer_3772,2024-10-31,Al Rashidiya (Ajman),Premium
CUST03773,Customer_3773,2024-09-01,Al Reem (Abu Dhabi),New
CUST03774,Customer_3774,2024-01-05,Al Nahda (Sharjah),Regular
CUST03775,Customer_3775,2024-03-20,Al Nahda (Sharjah),New
CUST03776,Customer_3776,2024-07-12,Al Reem (Abu Dhabi),Premium
CUST03777,Customer_3777,2024-01-28,Al Rashidiya (Ajman),Premium
CUST03778,Customer_3778,2024-07-08,Al Qasimia (Sharjah),Premium
CUST03779,Customer_3779,2024-12-13,Al Reem (Abu Dhabi),Regular
CUST03780,Customer_3780,2024-08-22,Downtown (Dubai),Regular
CUST03781,Customer_3781,2024-06-30,Al Majaz (Sharjah),Regular
CUST03782,Customer_3782,2024-05-26,Business Bay (Dubai),VIP
CUST03783,Customer_3783,2024-09-23,Al Qasimia (Sharjah),Premium
CUST03784,Customer_3784,2024-04-27,Business Bay (Dubai),Regular
CUST03785,Customer_3785,2024-02-14,Business Bay (Dubai),Regular
CUST03786,Customer_3786,2024-06-09,Al Nuaimiya (Ajman),New
CUST03787,Customer_3787,2024-02-10,JBR (Dubai),Premium
CUST03788,Customer_3788,2024-02-17,Downtown (Dubai),Regular
CUST03789,Customer_3789,2024-02-13,Al Qasimia (Sharjah),New
CUST03790,Customer_3790,2024-09-09,Al Majaz (Sharjah),Premium
CUST03791,Customer_3791,2024-08-05,Al Nahda (Sharjah),Regular
CUST03792,Customer_3792,2024-03-10,Khalidiya (Abu Dhabi),Regular
CUST03793,Customer_3793,2024-12-16,Al Nahda (Sharjah),Premium
CUST03794,Customer_3794,2024-12-23,JBR (Dubai),Regular
CUST03795,Customer_3795,2024-11-11,Deira (Dubai),VIP
CUST03796,Customer_3796,2024-01-04,Al Qasimia (Sharjah),Regular
CUST03797,Customer_3797,2024-09-30,Al Qasimia (Sharjah),Regular
CUST03798,Customer_3798,2024-12-04,Al Rashidiya (Ajman),Premium
CUST03799,Customer_3799,2024-09-27,Al Nahda (Sharjah),Regular
CUST03800,Customer_3800,2024-11-06,Khalidiya (Abu Dhabi),VIP
CUST03801,Customer_3801,2024-12-11,Al Rashidiya (Ajman),Premium
CUST03802,Customer_3802,2024-09-25,Al Rashidiya (Ajman),New
CUST03803,Customer_3803,2024-02-08,JLT (Dubai),Premium
CUST03804,Customer_3804,2024-09-20,JLT (Dubai),VIP
CUST03805,Customer_3805,2024-08-04,Khalidiya (Abu Dhabi),Regular
CUST03806,Customer_3806,2024-07-10,JBR (Dubai),Regular
CUST03807,Customer_3807,2024-12-13,Deira (Dubai),Premium
CUST03808,Customer_3808,2024-03-01,Business Bay (Dubai),New
CUST03809,Customer_3809,2024-05-30,Business Bay (Dubai),New
CUST03810,Customer_3810,2024-11-19,Al Reem (Abu Dhabi),Regular
CUST03811,Customer_3811,2024-06-05,Al Rashidiya (Ajman),VIP
CUST03812,Customer_3812,2024-11-25,Yas Island (Abu Dhabi),Premium
CUST03813,Customer_3813,2024-01-19,Al Rashidiya (Ajman),Regular
CUST03814,Customer_3814,2024-11-12,Al Nuaimiya (Ajman),Regular
CUST03815,Customer_3815,2024-07-01,Marina (Dubai),Regular
CUST03816,Customer_3816,2024-06-17,Business Bay (Dubai),Regular
CUST03817,Customer_3817,2024-01-03,JLT (Dubai),Premium
CUST03818,Customer_3818,2024-04-05,Corniche (Abu Dhabi),Regular
CUST03819,Customer_3819,2024-02-21,Corniche (Abu Dhabi),Regular
CUST03820,Customer_3820,2024-02-13,Yas Island (Abu Dhabi),Regular
CUST03821,Customer_3821,2024-03-19,Corniche (Abu Dhabi),New
CUST03822,Customer_3822,2024-09-06,Marina (Dubai),New
CUST03823,Customer_3823,2024-12-02,Business Bay (Dubai),New
CUST03824,Customer_3824,2024-07-21,JLT (Dubai),New
CUST03825,Customer_3825,2024-08-07,Al Rashidiya (Ajman),New
CUST03826,Customer_3826,2024-05-17,JBR (Dubai),VIP
CUST03827,Customer_3827,2024-12-02,Al Nuaimiya (Ajman),Regular
CUST03828,Customer_3828,2024-03-12,JLT (Dubai),Premium
CUST03829,Customer_3829,2024-01-03,JLT (Dubai),Premium
CUST03830,Customer_3830,2024-12-29,Deira (Dubai),New
CUST03831,Customer_3831,2024-05-25,Marina (Dubai),New
CUST03832,Customer_3832,2024-08-03,Al Qasimia (Sharjah),Regular
CUST03833,Customer_3833,2024-01-17,Downtown (Dubai),Regular
CUST03834,Customer_3834,2024-09-02,Al Nahda (Sharjah),VIP
CUST03835,Customer_3835,2024-03-01,Corniche (Abu Dhabi),Regular
CUST03836,Customer_3836,2024-09-10,Al Majaz (Sharjah),Regular
CUST03837,Customer_3837,2024-03-06,JLT (Dubai),Premium
CUST03838,Customer_3838,2024-07-23,Yas Island (Abu Dhabi),Premium
CUST03839,Customer_3839,2024-07-18,Downtown (Dubai),New
CUST03840,Customer_3840,2024-02-25,Al Majaz (Sharjah),New
CUST03841,Customer_3841,2024-03-20,JLT (Dubai),Regular
CUST03842,Customer_3842,2024-12-16,Deira (Dubai),New
CUST03843,Customer_3843,2024-06-24,Corniche (Abu Dhabi),VIP
CUST03844,Customer_3844,2024-01-05,Corniche (Abu Dhabi),Regular
CUST03845,Customer_3845,2024-05-24,Khalidiya (Abu Dhabi),New
CUST03846,Customer_3846,2024-08-07,Deira (Dubai),Regular
CUST03847,Customer_3847,2024-09-18,Downtown (Dubai),New
CUST03848,Customer_3848,2024-02-28,Al Nuaimiya (Ajman),New
CUST03849,Customer_3849,2024-12-24,Deira (Dubai),Regular
CUST03850,Customer_3850,2024-08-07,Deira (Dubai),Regular
CUST03851,Customer_3851,2024-02-22,Al Qasimia (Sharjah),Premium
CUST03852,Customer_3852,2024-11-08,Downtown (Dubai),New
CUST03853,Customer_3853,2024-10-29,Al Nahda (Sharjah),Regular
CUST03854,Customer_3854,2024-04-27,JBR (Dubai),New
CUST03855,Customer_3855,2024-01-20,Business Bay (Dubai),VIP
CUST03856,Customer_3856,2024-03-15,Corniche (Abu Dhabi),New
CUST03857,Customer_3857,2024-04-12,JBR (Dubai),Premium
CUST03858,Customer_3858,2024-07-13,Corniche (Abu Dhabi),Regular
CUST03859,Customer_3859,2024-12-24,Al Nahda (Sharjah),VIP
CUST03860,Customer_3860,2024-04-23,JLT (Dubai),Regular
CUST03861,Customer_3861,2024-02-01,Yas Island (Abu Dhabi),Regular
CUST03862,Customer_3862,2024-01-27,Business Bay (Dubai),New
CUST03863,Customer_3863,2024-07-05,Business Bay (Dubai),VIP
CUST03864,Customer_3864,2024-12-30,Corniche (Abu Dhabi),New
CUST03865,Customer_3865,2024-01-25,Downtown (Dubai),New
CUST03866,Customer_3866,2024-01-27,Al Nahda (Sharjah),Premium
CUST03867,Customer_3867,2024-04-18,Business Bay (Dubai),Regular
CUST03868,Customer_3868,2024-11-06,JBR (Dubai),Regular
CUST03869,Customer_3869,2024-05-09,Khalidiya (Abu Dhabi),Regular
CUST03870,Customer_3870,2024-06-04,JBR (Dubai),New
CUST03871,Customer_3871,2024-01-07,Al Nahda (Sharjah),Regular
CUST03872,Customer_3872,2024-03-07,JLT (Dubai),Regular
CUST03873,Customer_3873,2024-07-04,Al Qasimia (Sharjah),Premium
CUST03874,Customer_3874,2024-09-27,Al Reem (Abu Dhabi),Regular
CUST03875,Customer_3875,2024-11-28,Business Bay (Dubai),New
CUST03876,Customer_3876,2024-07-15,JBR (Dubai),Premium
CUST03877,Customer_3877,2024-03-07,Al Nahda (Sharjah),Premium
CUST03878,Customer_3878,2024-03-02,Marina (Dubai),Regular
CUST03879,Customer_3879,2024-12-01,Al Nuaimiya (Ajman),New
CUST03880,Customer_3880,2024-12-26,Khalidiya (Abu Dhabi),VIP
CUST03881,Customer_3881,2024-02-08,Yas Island (Abu Dhabi),Regular
CUST03882,Customer_3882,2024-06-03,Al Qasimia (Sharjah),Regular
CUST03883,Customer_3883,2024-04-13,Yas Island (Abu Dhabi),Premium
CUST03884,Customer_3884,2024-01-23,Downtown (Dubai),New
CUST03885,Customer_3885,2024-10-08,Al Qasimia (Sharjah),New
CUST03886,Customer_3886,2024-10-13,JLT (Dubai),Premium
CUST03887,Customer_3887,2024-08-17,Al Nahda (Sharjah),Premium
CUST03888,Customer_3888,2024-08-11,JBR (Dubai),Regular
CUST03889,Customer_3889,2024-09-25,Al Rashidiya (Ajman),VIP
CUST03890,Customer_3890,2024-01-12,Downtown (Dubai),Regular
CUST03891,Customer_3891,2024-12-22,Downtown (Dubai),New
CUST03892,Customer_3892,2024-10-16,Marina (Dubai),Premium
CUST03893,Customer_3893,2024-12-21,Deira (Dubai),Premium
CUST03894,Customer_3894,2024-07-22,Khalidiya (Abu Dhabi),Regular
CUST03895,Customer_3895,2024-09-19,JBR (Dubai),New
CUST03896,Customer_3896,2024-09-17,Corniche (Abu Dhabi),Regular
CUST03897,Customer_3897,2024-07-18,Corniche (Abu Dhabi),Regular
CUST03898,Customer_3898,2024-04-15,Downtown (Dubai),New
CUST03899,Customer_3899,2024-10-19,Deira (Dubai),Regular
CUST03900,Customer_3900,2024-01-05,Al Rashidiya (Ajman),VIP
CUST03901,Customer_3901,2024-09-19,Khalidiya (Abu Dhabi),Regular
CUST03902,Customer_3902,2024-09-25,Business Bay (Dubai),Regular
CUST03903,Customer_3903,2024-04-22,Business Bay (Dubai),Premium
CUST03904,Customer_3904,2024-10-09,JBR (Dubai),New
CUST03905,Customer_3905,2024-01-24,Yas Island (Abu Dhabi),New
CUST03906,Customer_3906,2024-01-21,Al Nahda (Sharjah),New
CUST03907,Customer_3907,2024-05-22,Al Rashidiya (Ajman),New
CUST03908,Customer_3908,2024-01-27,Al Nahda (Sharjah),VIP
CUST03909,Customer_3909,2024-04-17,Yas Island (Abu Dhabi),New
CUST03910,Customer_3910,2024-11-28,JLT (Dubai),Regular
CUST03911,Customer_3911,2024-07-07,JLT (Dubai),New
CUST03912,Customer_3912,2024-12-27,Al Rashidiya (Ajman),Regular
CUST03913,Customer_3913,2024-03-09,Corniche (Abu Dhabi),Premium
CUST03914,Customer_3914,2024-05-30,JLT (Dubai),VIP
CUST03915,Customer_3915,2024-11-16,Al Nuaimiya (Ajman),New
CUST03916,Customer_3916,2024-07-01,Deira (Dubai),Premium
CUST03917,Customer_3917,2024-05-23,Downtown (Dubai),New
CUST03918,Customer_3918,2024-01-09,Yas Island (Abu Dhabi),Regular
CUST03919,Customer_3919,2024-10-25,JBR (Dubai),Premium
CUST03920,Customer_3920,2024-12-18,Corniche (Abu Dhabi),VIP
CUST03921,Customer_3921,2024-05-11,Al Nuaimiya (Ajman),Regular
CUST03922,Customer_3922,2024-11-05,Yas Island (Abu Dhabi),New
CUST03923,Customer_3923,2024-08-14,Deira (Dubai),Regular
CUST03924,Customer_3924,2024-04-14,Al Reem (Abu Dhabi),Regular
CUST03925,Customer_3925,2024-07-21,Downtown (Dubai),Regular
CUST03926,Customer_3926,2024-08-10,JLT (Dubai),New
CUST03927,Customer_3927,2024-09-02,JBR (Dubai),Regular
CUST03928,Customer_3928,2024-08-23,Downtown (Dubai),Premium
CUST03929,Customer_3929,2024-03-31,Deira (Dubai),Regular
CUST03930,Customer_3930,2024-04-02,Al Nahda (Sharjah),New
CUST03931,Customer_3931,2024-06-07,Downtown (Dubai),Premium
CUST03932,Customer_3932,2024-07-20,Al Nahda (Sharjah),Regular
CUST03933,Customer_3933,2024-02-05,Downtown (Dubai),New
CUST03934,Customer_3934,2024-05-05,Khalidiya (Abu Dhabi),VIP
CUST03935,Customer_3935,2024-07-25,JBR (Dubai),Premium
CUST03936,Customer_3936,2024-03-11,Al Qasimia (Sharjah),Premium
CUST03937,Customer_3937,2024-01-07,Al Reem (Abu Dhabi),New
CUST03938,Customer_3938,2024-07-15,Marina (Dubai),New
CUST03939,Customer_3939,2024-01-07,Al Majaz (Sharjah),Premium
CUST03940,Customer_3940,2024-01-23,Downtown (Dubai),New
CUST03941,Customer_3941,2024-02-12,Business Bay (Dubai),New
CUST03942,Customer_3942,2024-11-17,Al Reem (Abu Dhabi),New
CUST03943,Customer_3943,2024-01-05,Al Majaz (Sharjah),New
CUST03944,Customer_3944,2024-06-22,Al Nuaimiya (Ajman),Premium
CUST03945,Customer_3945,2024-04-13,Downtown (Dubai),Regular
CUST03946,Customer_3946,2024-10-15,Al Rashidiya (Ajman),Regular
CUST03947,Customer_3947,2024-03-24,Business Bay (Dubai),Regular
CUST03948,Customer_3948,2024-03-20,Deira (Dubai),New
CUST03949,Customer_3949,2024-12-20,Business Bay (Dubai),Regular
CUST03950,Customer_3950,2024-03-04,Marina (Dubai),Premium
CUST03951,Customer_3951,2024-02-22,Yas Island (Abu Dhabi),New
CUST03952,Customer_3952,2024-09-18,Al Rashidiya (Ajman),Premium
CUST03953,Customer_3953,2024-03-13,Marina (Dubai),VIP
CUST03954,Customer_3954,2024-01-13,Deira (Dubai),Regular
CUST03955,Customer_3955,2024-03-16,JLT (Dubai),Regular
CUST03956,Customer_3956,2024-04-25,Al Rashidiya (Ajman),Premium
CUST03957,Customer_3957,2024-07-15,Al Nahda (Sharjah),Premium
CUST03958,Customer_3958,2024-02-27,Khalidiya (Abu Dhabi),New
CUST03959,Customer_3959,2024-02-26,Deira (Dubai),New
CUST03960,Customer_3960,2024-05-24,JLT (Dubai),New
CUST03961,Customer_3961,2024-06-19,JBR (Dubai),Regular
CUST03962,Customer_3962,2024-02-13,Al Rashidiya (Ajman),New
CUST03963,Customer_3963,2024-03-18,Downtown (Dubai),Regular
CUST03964,Customer_3964,2024-06-20,Al Reem (Abu Dhabi),New
CUST03965,Customer_3965,2024-08-05,Downtown (Dubai),Premium
CUST03966,Customer_3966,2024-12-17,Business Bay (Dubai),Regular
CUST03967,Customer_3967,2024-05-26,JLT (Dubai),Premium
CUST03968,Customer_3968,2024-05-18,Al Rashidiya (Ajman),Regular
CUST03969,Customer_3969,2024-07-07,Al Rashidiya (Ajman),New
CUST03970,Customer_3970,2024-12-30,Al Majaz (Sharjah),New
CUST03971,Customer_3971,2024-01-02,Al Nuaimiya (Ajman),VIP
CUST03972,Customer_3972,2024-03-17,Al Majaz (Sharjah),Regular
CUST03973,Customer_3973,2024-06-12,Downtown (Dubai),Regular
CUST03974,Customer_3974,2024-09-01,Al Nuaimiya (Ajman),New
CUST03975,Customer_3975,2024-10-22,Corniche (Abu Dhabi),VIP
CUST03976,Customer_3976,2024-05-22,Downtown (Dubai),New
CUST03977,Customer_3977,2024-03-06,Downtown (Dubai),Premium
CUST03978,Customer_3978,2024-06-29,JLT (Dubai),Regular
CUST03979,Customer_3979,2024-09-03,Al Qasimia (Sharjah),VIP
CUST03980,Customer_3980,2024-11-04,Al Majaz (Sharjah),Regular
CUST03981,Customer_3981,2024-03-11,Al Majaz (Sharjah),VIP
CUST03982,Customer_3982,2024-05-05,Corniche (Abu Dhabi),Regular
CUST03983,Customer_3983,2024-09-11,Yas Island (Abu Dhabi),Regular
CUST03984,Customer_3984,2024-09-29,Yas Island (Abu Dhabi),Premium
CUST03985,Customer_3985,2024-07-15,JBR (Dubai),Regular
CUST03986,Customer_3986,2024-08-03,Yas Island (Abu Dhabi),Regular
CUST03987,Customer_3987,2024-12-21,Al Majaz (Sharjah),Premium
CUST03988,Customer_3988,2024-12-25,JBR (Dubai),New
CUST03989,Customer_3989,2024-01-02,Deira (Dubai),VIP
CUST03990,Customer_3990,2024-01-09,JLT (Dubai),Regular
CUST03991,Customer_3991,2024-03-09,Al Rashidiya (Ajman),New
CUST03992,Customer_3992,2024-06-27,JLT (Dubai),Premium
CUST03993,Customer_3993,2024-03-12,Business Bay (Dubai),Regular
CUST03994,Customer_3994,2024-10-09,Al Rashidiya (Ajman),VIP
CUST03995,Customer_3995,2024-05-04,Deira (Dubai),Premium
CUST03996,Customer_3996,2024-01-29,Al Qasimia (Sharjah),New
CUST03997,Customer_3997,2024-12-22,Al Qasimia (Sharjah),New
CUST03998,Customer_3998,2024-01-14,Al Qasimia (Sharjah),VIP
CUST03999,Customer_3999,2024-07-09,Marina (Dubai),Premium
CUST04000,Customer_4000,2024-12-05,Al Reem (Abu Dhabi),New
CUST04001,Customer_4001,2024-10-31,Al Nuaimiya (Ajman),New
CUST04002,Customer_4002,2024-03-16,JLT (Dubai),New
CUST04003,Customer_4003,2024-05-05,JBR (Dubai),New
CUST04004,Customer_4004,2024-08-01,Downtown (Dubai),Premium
CUST04005,Customer_4005,2024-08-28,Al Qasimia (Sharjah),New
CUST04006,Customer_4006,2024-09-27,Al Qasimia (Sharjah),VIP
CUST04007,Customer_4007,2024-08-28,Corniche (Abu Dhabi),Premium
CUST04008,Customer_4008,2024-08-15,Al Majaz (Sharjah),Regular
CUST04009,Customer_4009,2024-01-07,Business Bay (Dubai),New
CUST04010,Customer_4010,2024-01-31,Al Rashidiya (Ajman),Regular
CUST04011,Customer_4011,2024-11-05,Al Majaz (Sharjah),New
CUST04012,Customer_4012,2024-03-23,Marina (Dubai),Regular
CUST04013,Customer_4013,2024-08-04,Al Nahda (Sharjah),VIP
CUST04014,Customer_4014,2024-08-20,Yas Island (Abu Dhabi),Premium
CUST04015,Customer_4015,2024-05-12,Al Rashidiya (Ajman),Regular
CUST04016,Customer_4016,2024-06-05,Al Qasimia (Sharjah),New
CUST04017,Customer_4017,2024-03-21,Business Bay (Dubai),VIP
CUST04018,Customer_4018,2024-09-24,Corniche (Abu Dhabi),VIP
CUST04019,Customer_4019,2024-03-05,Al Qasimia (Sharjah),New
CUST04020,Customer_4020,2024-11-12,Marina (Dubai),New
CUST04021,Customer_4021,2024-04-04,Al Nuaimiya (Ajman),Premium
CUST04022,Customer_4022,2024-10-13,Al Reem (Abu Dhabi),Premium
CUST04023,Customer_4023,2024-12-20,Khalidiya (Abu Dhabi),Regular
CUST04024,Customer_4024,2024-11-30,Al Nahda (Sharjah),Regular
CUST04025,Customer_4025,2024-07-13,Downtown (Dubai),New
CUST04026,Customer_4026,2024-07-09,Al Nahda (Sharjah),Regular
CUST04027,Customer_4027,2024-05-18,JBR (Dubai),New
CUST04028,Customer_4028,2024-07-04,Al Reem (Abu Dhabi),Premium
CUST04029,Customer_4029,2024-06-20,Marina (Dubai),New
CUST04030,Customer_4030,2024-03-24,Yas Island (Abu Dhabi),New
CUST04031,Customer_4031,2024-04-18,Al Reem (Abu Dhabi),New
CUST04032,Customer_4032,2024-06-07,Deira (Dubai),Regular
CUST04033,Customer_4033,2024-11-22,Al Rashidiya (Ajman),New
CUST04034,Customer_4034,2024-05-17,JBR (Dubai),VIP
CUST04035,Customer_4035,2024-10-16,Marina (Dubai),Regular
CUST04036,Customer_4036,2024-09-04,Marina (Dubai),New
CUST04037,Customer_4037,2024-02-17,Business Bay (Dubai),New
CUST04038,Customer_4038,2024-07-01,Al Majaz (Sharjah),New
CUST04039,Customer_4039,2024-07-22,Yas Island (Abu Dhabi),New
CUST04040,Customer_4040,2024-07-19,Al Qasimia (Sharjah),Regular
CUST04041,Customer_4041,2024-03-07,Al Qasimia (Sharjah),Regular
CUST04042,Customer_4042,2024-06-18,Corniche (Abu Dhabi),Premium
CUST04043,Customer_4043,2024-09-14,JBR (Dubai),Regular
CUST04044,Customer_4044,2024-03-17,Marina (Dubai),Regular
CUST04045,Customer_4045,2024-07-14,Khalidiya (Abu Dhabi),Regular
CUST04046,Customer_4046,2024-01-20,Business Bay (Dubai),New
CUST04047,Customer_4047,2024-12-15,Khalidiya (Abu Dhabi),New
CUST04048,Customer_4048,2024-11-16,JBR (Dubai),VIP
CUST04049,Customer_4049,2024-04-28,Al Rashidiya (Ajman),New
CUST04050,Customer_4050,2024-12-14,Al Nahda (Sharjah),New
CUST04051,Customer_4051,2024-03-23,Yas Island (Abu Dhabi),Regular
CUST04052,Customer_4052,2024-11-07,Al Nahda (Sharjah),Regular
CUST04053,Customer_4053,2024-06-23,Khalidiya (Abu Dhabi),Premium
CUST04054,Customer_4054,2024-06-22,Business Bay (Dubai),Regular
CUST04055,Customer_4055,2024-08-08,Marina (Dubai),Premium
CUST04056,Customer_4056,2024-12-15,Corniche (Abu Dhabi),New
CUST04057,Customer_4057,2024-11-08,Al Reem (Abu Dhabi),New
CUST04058,Customer_4058,2024-03-19,Al Reem (Abu Dhabi),Regular
CUST04059,Customer_4059,2024-09-11,JBR (Dubai),Premium
CUST04060,Customer_4060,2024-03-14,Al Majaz (Sharjah),Premium
CUST04061,Customer_4061,2024-10-07,Al Nuaimiya (Ajman),VIP
CUST04062,Customer_4062,2024-02-14,Khalidiya (Abu Dhabi),New
CUST04063,Customer_4063,2024-06-09,Downtown (Dubai),VIP
CUST04064,Customer_4064,2024-03-23,JBR (Dubai),New
CUST04065,Customer_4065,2024-07-05,JLT (Dubai),New
CUST04066,Customer_4066,2024-04-01,Al Qasimia (Sharjah),Premium
CUST04067,Customer_4067,2024-05-12,Khalidiya (Abu Dhabi),VIP
CUST04068,Customer_4068,2024-08-14,Al Nahda (Sharjah),VIP
CUST04069,Customer_4069,2024-03-04,Al Reem (Abu Dhabi),Regular
CUST04070,Customer_4070,2024-07-05,Al Nuaimiya (Ajman),New
CUST04071,Customer_4071,2024-07-28,Al Nuaimiya (Ajman),Regular
CUST04072,Customer_4072,2024-12-14,Downtown (Dubai),Regular
CUST04073,Customer_4073,2024-09-19,Al Nuaimiya (Ajman),Regular
CUST04074,Customer_4074,2024-06-09,JLT (Dubai),New
CUST04075,Customer_4075,2024-07-30,Yas Island (Abu Dhabi),Regular
CUST04076,Customer_4076,2024-12-15,Marina (Dubai),Regular
CUST04077,Customer_4077,2024-11-25,Marina (Dubai),Premium
CUST04078,Customer_4078,2024-05-05,Al Qasimia (Sharjah),Premium
CUST04079,Customer_4079,2024-01-05,Downtown (Dubai),Premium
CUST04080,Customer_4080,2024-05-28,Corniche (Abu Dhabi),New
CUST04081,Customer_4081,2024-07-23,Al Nuaimiya (Ajman),New
CUST04082,Customer_4082,2024-07-17,Al Nuaimiya (Ajman),Regular
CUST04083,Customer_4083,2024-02-17,JLT (Dubai),Regular
CUST04084,Customer_4084,2024-11-24,Yas Island (Abu Dhabi),VIP
CUST04085,Customer_4085,2024-08-26,JBR (Dubai),New
CUST04086,Customer_4086,2024-02-25,Al Rashidiya (Ajman),VIP
CUST04087,Customer_4087,2024-07-22,Al Majaz (Sharjah),Regular
CUST04088,Customer_4088,2024-07-24,JLT (Dubai),New
CUST04089,Customer_4089,2024-06-24,Al Reem (Abu Dhabi),Regular
CUST04090,Customer_4090,2024-12-25,Al Qasimia (Sharjah),Regular
CUST04091,Customer_4091,2024-05-22,Khalidiya (Abu Dhabi),New
CUST04092,Customer_4092,2024-03-20,Khalidiya (Abu Dhabi),New
CUST04093,Customer_4093,2024-04-19,JLT (Dubai),Regular
CUST04094,Customer_4094,2024-11-03,Al Majaz (Sharjah),Regular
CUST04095,Customer_4095,2024-07-04,Al Majaz (Sharjah),Regular
CUST04096,Customer_4096,2024-08-30,Deira (Dubai),New
CUST04097,Customer_4097,2024-01-12,Al Majaz (Sharjah),Regular
CUST04098,Customer_4098,2024-05-18,Business Bay (Dubai),Regular
CUST04099,Customer_4099,2024-02-12,Downtown (Dubai),New
CUST04100,Customer_4100,2024-07-26,JBR (Dubai),New
CUST04101,Customer_4101,2024-12-30,Khalidiya (Abu Dhabi),Premium
CUST04102,Customer_4102,2024-09-25,Deira (Dubai),Regular
CUST04103,Customer_4103,2024-05-12,Downtown (Dubai),Premium
CUST04104,Customer_4104,2024-02-17,Al Rashidiya (Ajman),VIP
CUST04105,Customer_4105,2024-06-24,Al Majaz (Sharjah),New
CUST04106,Customer_4106,2024-04-11,JLT (Dubai),VIP
CUST04107,Customer_4107,2024-09-03,Khalidiya (Abu Dhabi),Regular
CUST04108,Customer_4108,2024-03-23,Al Qasimia (Sharjah),Regular
CUST04109,Customer_4109,2024-12-20,Al Reem (Abu Dhabi),Regular
CUST04110,Customer_4110,2024-01-06,Yas Island (Abu Dhabi),Premium
