order_id,customer_id,restaurant_id,rider_id,order_time,zone,order_value,promo_code,discount_amount,delivery_fee,status,cancellation_reason
ORD011822,CUST02614,REST0177,RIDER0254,2025-12-24 16:19:00,Deira (Dubai),77.59,,,8.66,In Progress,
ORD011823,CUST01026,REST0091,RIDER0627,2025-10-29 16:25:00,Al Nuaimiya (Ajman),45.08,SAVE20,9.02,13.71,In Progress,
ORD011824,CUST00576,REST0112,RIDER0101,2025-10-07 18:28:00,Al Rashidiya (Ajman),73.33,WELCOME10,7.33,13.15,Delivered,
ORD011825,CUST02527,REST0010,RIDER0622,2025-10-31 08:28:00,Business Bay (Dubai),151.57,FREESHIP,15.16,13.35,Delivered,
ORD011826,CUST00404,REST0072,RIDER0702,2025-10-05 15:06:00,Deira (Dubai),77.88,FLASH30,23.36,8.76,Cancelled,Payment Issue
ORD011827,CUST02907,REST0061,RIDER0220,2025-12-07 17:33:00,Al Majaz (Sharjah),138.4,,,13.62,Cancelled,Customer Request
ORD011828,CUST00166,REST0021,RIDER0428,2025-10-11 10:04:00,Khalidiya (Abu Dhabi),199.24,WEEKEND15,29.89,8.36,Delivered,
ORD011829,CUST00519,REST0188,RIDER0399,2025-10-28 16:12:00,JBR (Dubai),57.07,WEEKEND15,8.56,11.59,Delivered,
ORD011830,CUST02735,REST0121,RIDER0148,2025-12-22 18:05:00,Al Qasimia (Sharjah),79.16,LOYALTY25,19.79,8.34,Delivered,
ORD011831,CUST02927,REST0086,RIDER0195,2025-11-15 23:31:00,Al Nuaimiya (Ajman),80.41,SAVE20,16.08,13.22,Cancelled,Customer Request
ORD011832,CUST00155,REST0141,RIDER0057,2025-12-15 17:35:00,Al Nahda (Sharjah),71.79,,,8.4,Delivered,
ORD011833,CUST02837,REST0048,RIDER0603,2025-11-05 20:32:00,Deira (Dubai),192.47,,,14.25,Delivered,
ORD011834,CUST04182,REST0168,RIDER0023,2025-10-14 20:42:00,JLT (Dubai),109.0,LOYALTY25,27.25,13.28,Delivered,
ORD011835,CUST03581,REST0191,RIDER0720,2025-11-25 21:58:00,Al Reem (Abu Dhabi),74.32,,,11.77,Delivered,
ORD011836,CUST00648,REST0009,RIDER0354,2025-12-27 18:32:00,Al Reem (Abu Dhabi),66.66,WELCOME10,6.67,6.34,Delivered,
ORD011837,CUST02929,REST0185,RIDER0186,2025-11-13 10:18:00,Al Qasimia (Sharjah),76.34,,,12.7,Delivered,
ORD011838,CUST03349,REST0179,RIDER0042,2025-12-13 11:40:00,Yas Island (Abu Dhabi),59.3,SAVE20,11.86,12.68,Delivered,
ORD011839,CUST00198,REST0113,RIDER0626,2025-12-08 19:17:00,Yas Island (Abu Dhabi),178.32,WELCOME10,17.83,13.67,Delivered,
ORD011840,CUST04272,REST0120,RIDER0412,2025-11-13 15:13:00,JBR (Dubai),38.44,,,8.62,Delivered,
ORD011841,CUST04547,REST0040,RIDER0697,2025-11-10 11:20:00,Al Reem (Abu Dhabi),263.54,,,9.89,Delivered,
ORD011842,CUST04250,REST0076,RIDER0638,2025-11-01 18:38:00,JLT (Dubai),78.78,WELCOME10,7.88,6.05,Delivered,
ORD011843,CUST04109,REST0064,RIDER0473,2025-10-04 21:33:00,Al Nuaimiya (Ajman),33.81,,,11.54,Delivered,
ORD011844,CUST03705,REST0094,RIDER0184,2025-10-18 12:30:00,Al Nuaimiya (Ajman),39.82,,,12.69,Delivered,
ORD011845,CUST03133,REST0070,RIDER0558,2025-12-20 17:16:00,Marina (Dubai),47.65,NEW50,23.82,10.59,Delivered,
ORD011846,CUST03388,REST0064,RIDER0084,2025-11-09 16:06:00,Al Nuaimiya (Ajman),48.01,SAVE20,9.6,9.85,Delivered,
ORD011847,CUST04025,REST0025,RIDER0487,2025-12-06 08:20:00,Deira (Dubai),97.77,LOYALTY25,24.44,12.36,Delivered,
ORD011848,CUST03300,REST0156,RIDER0711,2025-12-09 07:06:00,Khalidiya (Abu Dhabi),82.27,,,11.3,Delivered,
ORD011849,CUST01618,REST0138,RIDER0289,2025-12-17 20:00:00,Yas Island (Abu Dhabi),69.54,SAVE20,13.91,13.0,Delivered,
ORD011850,CUST01853,REST0156,RIDER0448,2025-12-16 21:21:00,Khalidiya (Abu Dhabi),105.2,WEEKEND15,15.78,7.81,Delivered,
ORD011851,CUST04489,REST0036,RIDER0758,2025-10-20 21:21:00,Business Bay (Dubai),79.97,SAVE20,15.99,12.12,Delivered,
ORD011852,CUST00092,REST0139,RIDER0266,2025-10-23 13:22:00,Business Bay (Dubai),182.7,FLASH30,54.81,6.91,Delivered,
ORD011853,CUST03466,REST0021,RIDER0664,2025-10-09 11:27:00,Khalidiya (Abu Dhabi),105.21,FREESHIP,10.52,13.35,Delivered,
ORD011854,CUST04766,REST0154,RIDER0600,2025-12-08 21:39:00,Al Rashidiya (Ajman),65.78,FREESHIP,6.58,12.52,Delivered,
ORD011855,CUST03502,REST0146,RIDER0305,2025-12-11 20:45:00,Marina (Dubai),34.26,WEEKEND15,5.14,11.73,Delivered,
ORD011856,CUST04971,REST0068,RIDER0607,2025-12-26 19:56:00,Marina (Dubai),85.9,FREESHIP,8.59,7.97,Delivered,
ORD011857,CUST03421,REST0041,RIDER0342,2025-10-19 12:29:00,Al Nuaimiya (Ajman),142.68,NEW50,71.34,7.63,Delivered,
ORD011858,CUST00184,REST0015,RIDER0444,2025-10-07 17:44:00,Yas Island (Abu Dhabi),53.46,,,13.85,Cancelled,Long Wait Time
ORD011859,CUST04124,REST0023,RIDER0716,2025-10-05 19:09:00,Khalidiya (Abu Dhabi),53.56,FREESHIP,5.36,9.5,Delivered,
ORD011860,CUST01406,REST0169,RIDER0477,2025-11-11 16:11:00,Al Reem (Abu Dhabi),63.73,,,11.36,Delivered,
ORD011861,CUST02198,REST0134,RIDER0086,2025-11-21 17:44:00,Al Nuaimiya (Ajman),57.49,WELCOME10,5.75,5.37,Delivered,
ORD011862,CUST01539,REST0199,RIDER0375,2025-10-13 19:15:00,JLT (Dubai),34.1,,,10.61,Delivered,
ORD011863,CUST01331,REST0188,RIDER0499,2025-11-07 19:20:00,JBR (Dubai),39.67,WEEKEND15,5.95,6.61,Delivered,
ORD011864,CUST02125,REST0112,RIDER0091,2025-10-03 11:12:00,Al Rashidiya (Ajman),62.25,NEW50,31.12,10.29,Delivered,
ORD011865,CUST01864,REST0052,RIDER0042,2025-10-04 12:46:00,Deira (Dubai),66.47,WEEKEND15,9.97,7.35,Delivered,
ORD011866,CUST03133,REST0137,RIDER0353,2025-11-15 19:03:00,JBR (Dubai),41.43,WEEKEND15,6.21,14.96,Delivered,
ORD011867,CUST04051,REST0115,RIDER0364,2025-12-25 11:36:00,Khalidiya (Abu Dhabi),234.75,SAVE20,46.95,9.09,Delivered,
ORD011868,CUST01462,REST0158,RIDER0477,2025-11-09 21:29:00,Al Reem (Abu Dhabi),72.87,,,11.24,Delivered,
ORD011869,CUST01069,REST0044,RIDER0181,2025-12-17 20:25:00,Al Nuaimiya (Ajman),142.7,FREESHIP,14.27,10.99,Delivered,
ORD011870,CUST03323,REST0190,RIDER0396,2025-11-24 21:13:00,Deira (Dubai),42.31,WEEKEND15,6.35,8.63,Delivered,
ORD011871,CUST03338,REST0171,RIDER0705,2025-12-18 11:36:00,JLT (Dubai),80.74,,,6.7,Delivered,
ORD011872,CUST04515,REST0156,RIDER0741,2025-10-19 08:58:00,Khalidiya (Abu Dhabi),69.51,SAVE20,13.9,11.87,Delivered,
ORD011873,CUST00086,REST0008,RIDER0365,2025-10-14 08:24:00,Yas Island (Abu Dhabi),95.09,WEEKEND15,,5.52,Delivered,
ORD011874,CUST04262,REST0099,RIDER0456,2025-10-15 16:38:00,Al Reem (Abu Dhabi),66.71,FREESHIP,6.67,12.12,Delivered,
ORD011875,CUST02573,REST0051,RIDER0658,2025-11-11 12:26:00,Khalidiya (Abu Dhabi),99.78,,,10.7,Delivered,
ORD011876,CUST03073,REST0099,RIDER0529,2025-11-10 11:13:00,Al Reem (Abu Dhabi),33.64,,,10.86,Delivered,
ORD011877,CUST00465,REST0121,RIDER0505,2025-12-29 10:01:00,Al Qasimia (Sharjah),74.75,,,14.2,Delivered,
ORD011878,CUST02129,REST0090,RIDER0792,2025-12-27 16:01:00,Al Nuaimiya (Ajman),34.64,LOYALTY25,8.66,12.27,Delivered,
ORD011879,CUST01125,REST0030,RIDER0170,2025-12-11 16:32:00,Al Majaz (Sharjah),98.61,SAVE20,,14.9,In Progress,
ORD011880,CUST01245,REST0139,RIDER0595,2025-11-18 13:01:00,Business Bay (Dubai),123.67,,,8.94,Delivered,
ORD011881,CUST02498,REST0148,RIDER0457,2025-10-11 09:33:00,Khalidiya (Abu Dhabi),51.9,,,11.99,Delivered,
ORD011882,CUST04049,REST0031,RIDER0380,2025-12-29 21:52:00,Al Majaz (Sharjah),94.05,SAVE20,18.81,6.33,Cancelled,Payment Issue
ORD011883,CUST03700,REST0162,RIDER0425,2025-11-24 13:24:00,Al Nahda (Sharjah),252.97,FREESHIP,25.3,13.7,Delivered,
ORD011884,CUST02926,REST0140,RIDER0185,2025-11-05 08:54:00,JLT (Dubai),101.74,SAVE20,20.35,11.84,Cancelled,Payment Issue
ORD011885,CUST02673,REST0176,RIDER0525,2025-10-25 04:58:00,Yas Island (Abu Dhabi),125.83,,,9.67,Delivered,
ORD011886,CUST02108,REST0156,RIDER0157,2025-11-19 09:44:00,Khalidiya (Abu Dhabi),45.38,WELCOME10,4.54,10.4,Delivered,
ORD011887,CUST04860,REST0067,RIDER0251,2025-11-12 11:36:00,Khalidiya (Abu Dhabi),119.17,WEEKEND15,17.88,7.1,Delivered,
ORD011888,CUST02785,REST0117,RIDER0081,2025-12-15 17:26:00,JLT (Dubai),169.26,,,14.53,Delivered,
ORD011889,CUST01244,REST0191,RIDER0474,2025-12-24 22:25:00,Al Reem (Abu Dhabi),38.22,LOYALTY25,9.56,10.67,Delivered,
ORD011890,CUST01143,REST0176,RIDER0331,2025-12-14 11:51:00,Yas Island (Abu Dhabi),130.47,LOYALTY25,32.62,5.09,Delivered,
ORD011891,CUST03017,REST0170,RIDER0259,2025-11-20 19:46:00,JLT (Dubai),54.91,WEEKEND15,8.24,8.53,Delivered,
ORD011892,CUST02582,REST0180,RIDER0782,2025-10-22 21:21:00,Al Rashidiya (Ajman),61.95,WELCOME10,6.2,9.16,Delivered,
ORD011893,CUST00044,REST0005,RIDER0663,2025-10-29 12:51:00,Yas Island (Abu Dhabi),34.25,SAVE20,6.85,9.21,Cancelled,Long Wait Time
ORD011894,CUST04139,REST0077,RIDER0111,2025-11-25 11:46:00,Deira (Dubai),87.71,FLASH30,26.31,12.92,Delivered,
ORD011895,CUST03494,REST0012,RIDER0531,2025-10-28 14:57:00,JLT (Dubai),179.39,,,13.49,Delivered,
ORD011896,CUST03295,REST0059,RIDER0750,2025-12-08 21:06:00,Khalidiya (Abu Dhabi),234.36,,,11.9,Delivered,
ORD011897,CUST00359,REST0065,RIDER0547,2025-12-24 01:12:00,Al Nahda (Sharjah),246.15,,,8.65,Delivered,
ORD011898,CUST01782,REST0052,RIDER0327,2025-10-07 14:47:00,Deira (Dubai),59.54,SAVE20,11.91,9.4,Delivered,
ORD011899,CUST04676,REST0043,RIDER0448,2025-11-28 19:50:00,Al Nahda (Sharjah),52.82,FLASH30,15.85,11.55,Delivered,
ORD011900,CUST04312,REST0083,RIDER0793,2025-10-07 17:27:00,Marina (Dubai),149.46,WEEKEND15,22.42,11.36,Cancelled,Long Wait Time
ORD011901,CUST01409,REST0093,RIDER0496,2025-11-30 15:44:00,Al Majaz (Sharjah),60.18,FREESHIP,6.02,13.53,Delivered,
ORD011902,CUST00783,REST0063,RIDER0773,2025-12-21 16:55:00,Al Nahda (Sharjah),69.58,WEEKEND15,,14.65,Delivered,
ORD011903,CUST02210,REST0111,RIDER0303,2025-10-20 17:27:00,Al Rashidiya (Ajman),67.06,,,8.18,Delivered,
ORD011904,CUST01752,REST0050,RIDER0021,2025-12-01 18:23:00,Yas Island (Abu Dhabi),140.2,,,11.14,Delivered,
ORD011905,CUST03398,REST0112,RIDER0647,2025-10-18 12:34:00,Al Rashidiya (Ajman),51.04,,,8.03,Delivered,
ORD011906,CUST04832,REST0039,RIDER0473,2025-11-19 15:54:00,Al Qasimia (Sharjah),61.84,WEEKEND15,9.28,11.3,Delivered,
ORD011907,CUST01785,REST0170,RIDER0399,2025-10-04 11:32:00,JLT (Dubai),72.02,WELCOME10,7.2,9.85,Delivered,
ORD011908,CUST00315,REST0080,RIDER0344,2025-11-04 23:36:00,JLT (Dubai),81.14,FREESHIP,8.11,10.41,Delivered,
ORD011909,CUST04492,REST0017,RIDER0657,2025-12-02 10:08:00,Deira (Dubai),79.68,,,8.35,Delivered,
ORD011910,CUST00200,REST0043,RIDER0394,2025-11-30 09:49:00,Al Nahda (Sharjah),40.78,WELCOME10,4.08,12.14,Cancelled,Address Issue
ORD011911,CUST04761,REST0049,RIDER0029,2025-12-08 11:02:00,JBR (Dubai),75.51,,,14.59,Cancelled,Long Wait Time
ORD011912,CUST03310,REST0005,RIDER0720,2025-12-27 21:51:00,Yas Island (Abu Dhabi),57.22,,,5.63,Delivered,
ORD011913,CUST04707,REST0129,RIDER0052,2025-12-22 18:01:00,Al Nahda (Sharjah),111.31,WEEKEND15,16.7,14.97,Cancelled,Payment Issue
ORD011914,CUST01012,REST0067,RIDER0505,2025-11-04 14:57:00,Khalidiya (Abu Dhabi),95.27,WELCOME10,9.53,9.19,Delivered,
ORD011915,CUST00218,REST0112,RIDER0127,2025-10-30 21:21:00,Al Rashidiya (Ajman),36.76,LOYALTY25,9.19,6.52,Delivered,
ORD011916,CUST02428,REST0024,RIDER0734,2025-11-30 21:20:00,Khalidiya (Abu Dhabi),72.34,,,8.41,Delivered,
ORD011917,CUST02215,REST0029,RIDER0414,2025-11-14 13:36:00,JLT (Dubai),114.68,,,7.14,Delivered,
ORD011918,CUST01638,REST0143,RIDER0349,2025-10-16 16:23:00,Corniche (Abu Dhabi),67.18,LOYALTY25,16.8,13.58,Delivered,
ORD011919,CUST04787,REST0132,RIDER0142,2025-11-15 21:13:00,Business Bay (Dubai),55.42,NEW50,27.71,7.03,Delivered,
ORD011920,CUST04094,REST0044,RIDER0008,2025-12-15 12:53:00,Al Nuaimiya (Ajman),166.27,FREESHIP,16.63,6.43,Delivered,
ORD011921,CUST03295,REST0065,RIDER0620,2025-10-10 13:32:00,Al Nahda (Sharjah),225.51,SAVE20,45.1,11.88,Delivered,
ORD011922,CUST00808,REST0120,RIDER0398,2025-11-05 19:16:00,JBR (Dubai),76.4,,,14.95,Delivered,
ORD011923,CUST03650,REST0126,RIDER0638,2025-10-11 18:57:00,Corniche (Abu Dhabi),83.26,FREESHIP,8.33,12.68,Delivered,
ORD011924,CUST03609,REST0031,RIDER0400,2025-11-08 05:57:00,Al Majaz (Sharjah),82.59,,,5.18,Delivered,
ORD011925,CUST02099,REST0148,RIDER0751,2025-10-30 08:20:00,Khalidiya (Abu Dhabi),52.61,SAVE20,10.52,7.23,Delivered,
ORD011926,CUST04627,REST0010,RIDER0785,2025-11-16 20:12:00,Business Bay (Dubai),313.49,WEEKEND15,47.02,13.12,Delivered,
ORD011927,CUST00826,REST0011,RIDER0768,2025-12-10 03:43:00,Yas Island (Abu Dhabi),277.92,SAVE20,55.58,9.92,Delivered,
ORD011928,CUST01325,REST0082,RIDER0288,2025-12-23 21:50:00,Al Majaz (Sharjah),92.37,FREESHIP,9.24,5.94,In Progress,
ORD011929,CUST00323,REST0156,RIDER0303,2025-12-30 11:43:00,Khalidiya (Abu Dhabi),56.35,,11.27,13.29,Delivered,
ORD011930,CUST03957,REST0166,RIDER0695,2025-12-13 17:39:00,Deira (Dubai),97.89,,,13.54,Cancelled,Restaurant Unavailable
ORD011931,CUST03076,REST0024,RIDER0436,2025-11-15 16:10:00,Khalidiya (Abu Dhabi),66.12,WELCOME10,6.61,10.56,Delivered,
ORD011932,CUST01552,REST0039,RIDER0347,2025-12-17 13:01:00,Al Qasimia (Sharjah),66.53,FREESHIP,6.65,9.44,Delivered,
ORD011933,CUST00811,REST0119,RIDER0548,2025-12-30 03:36:00,Deira (Dubai),121.67,NEW50,60.84,13.71,Delivered,
ORD011934,CUST00215,REST0179,RIDER0445,2025-11-23 10:27:00,Yas Island (Abu Dhabi),119.59,,,12.24,In Progress,
ORD011935,CUST00826,REST0076,RIDER0416,2025-12-24 17:53:00,JLT (Dubai),64.57,,,7.96,Delivered,
ORD011936,CUST02233,REST0050,RIDER0709,2025-10-03 13:02:00,Yas Island (Abu Dhabi),186.81,NEW50,93.4,5.14,Delivered,
ORD011937,CUST01215,REST0007,RIDER0728,2025-10-05 13:14:00,Downtown (Dubai),32.32,,,9.77,Delivered,
ORD011938,CUST01278,REST0100,RIDER0598,2025-12-11 07:45:00,JBR (Dubai),152.95,,,6.51,Delivered,
ORD011939,CUST04383,REST0081,RIDER0355,2025-10-20 12:23:00,Business Bay (Dubai),67.48,LOYALTY25,16.87,9.64,Delivered,
ORD011940,CUST02541,REST0068,RIDER0247,2025-10-12 15:07:00,Marina (Dubai),104.8,SAVE20,20.96,9.81,Delivered,
ORD011941,CUST03619,REST0181,RIDER0505,2025-12-23 07:05:00,Corniche (Abu Dhabi),254.48,LOYALTY25,63.62,11.22,Cancelled,Restaurant Unavailable
ORD011942,CUST00192,REST0037,RIDER0718,2025-11-02 06:31:00,Downtown (Dubai),90.44,LOYALTY25,22.61,6.51,Delivered,
ORD011943,CUST01801,REST0083,RIDER0320,2025-10-15 15:40:00,Marina (Dubai),269.22,,67.31,10.13,Delivered,
ORD011944,CUST02375,REST0054,RIDER0310,2025-11-19 16:50:00,Al Nuaimiya (Ajman),31.93,FREESHIP,3.19,11.19,Delivered,
ORD011945,CUST00941,REST0090,RIDER0459,2025-12-09 11:34:00,Al Nuaimiya (Ajman),67.57,,,7.24,In Progress,
ORD011946,CUST00575,REST0183,RIDER0538,2025-10-26 12:55:00,Al Majaz (Sharjah),116.2,WEEKEND15,17.43,14.77,Delivered,
ORD011947,CUST04347,REST0031,RIDER0595,2025-10-15 19:12:00,Al Majaz (Sharjah),170.13,FLASH30,51.04,6.76,Delivered,
ORD011948,CUST04696,REST0193,RIDER0347,2025-11-09 20:27:00,JBR (Dubai),172.13,FREESHIP,17.21,12.51,Cancelled,Customer Request
ORD011949,CUST00403,REST0100,RIDER0672,2025-10-13 12:41:00,JBR (Dubai),109.57,WEEKEND15,16.44,7.58,Delivered,
ORD011950,CUST01716,REST0093,RIDER0716,2025-11-19 12:03:00,Al Majaz (Sharjah),98.64,,,9.23,In Progress,
ORD011951,CUST04788,REST0089,RIDER0671,2025-12-24 20:57:00,Khalidiya (Abu Dhabi),69.67,SAVE20,13.93,13.03,Delivered,
ORD011952,CUST00422,REST0187,RIDER0062,2025-10-19 22:30:00,Yas Island (Abu Dhabi),264.95,,,11.33,Delivered,
ORD011953,CUST03192,REST0123,RIDER0139,2025-10-02 12:00:00,Al Qasimia (Sharjah),39.49,WEEKEND15,5.92,14.7,Delivered,
ORD011954,CUST04859,REST0118,RIDER0321,2025-10-05 19:29:00,Al Qasimia (Sharjah),33.88,,,8.95,In Progress,
ORD011955,CUST04900,REST0047,RIDER0661,2025-10-13 14:07:00,Deira (Dubai),89.12,LOYALTY25,22.28,12.13,Delivered,
ORD011956,CUST02326,REST0177,RIDER0344,2025-10-27 11:39:00,Deira (Dubai),59.48,WELCOME10,5.95,9.92,Delivered,
ORD011957,CUST00808,REST0146,RIDER0621,2025-11-02 18:45:00,Marina (Dubai),74.73,LOYALTY25,18.68,7.83,Delivered,
ORD011958,CUST01022,REST0003,RIDER0250,2025-12-19 14:52:00,Khalidiya (Abu Dhabi),94.79,LOYALTY25,23.7,5.71,Delivered,
ORD011959,CUST04454,REST0018,RIDER0007,2025-11-22 11:58:00,Al Qasimia (Sharjah),60.35,,,12.33,Delivered,
ORD011960,CUST04566,REST0058,RIDER0491,2025-12-30 08:13:00,JBR (Dubai),97.29,SAVE20,19.46,6.47,Delivered,
ORD011961,CUST02998,REST0071,RIDER0344,2025-10-16 20:43:00,Al Majaz (Sharjah),45.19,LOYALTY25,11.3,10.63,Delivered,
ORD011962,CUST03806,REST0081,RIDER0002,2025-10-09 20:27:00,Business Bay (Dubai),73.48,WEEKEND15,11.02,14.06,Delivered,
ORD011963,CUST03681,REST0153,RIDER0666,2025-10-31 07:33:00,Corniche (Abu Dhabi),99.5,,,5.77,In Progress,
ORD011964,CUST03295,REST0146,RIDER0414,2025-11-24 18:38:00,Marina (Dubai),68.48,FREESHIP,6.85,11.28,Delivered,
ORD011965,CUST04124,REST0052,RIDER0270,2025-12-07 09:03:00,Deira (Dubai),32.82,WELCOME10,3.28,5.34,In Progress,
ORD011966,CUST03408,REST0043,RIDER0525,2025-12-10 17:23:00,Al Nahda (Sharjah),47.6,LOYALTY25,11.9,12.66,Delivered,
ORD011967,CUST02643,REST0067,RIDER0653,2025-12-30 21:26:00,Khalidiya (Abu Dhabi),93.17,,,10.71,Delivered,
ORD011968,CUST01172,REST0089,RIDER0338,2025-10-09 11:41:00,Khalidiya (Abu Dhabi),62.17,,,9.33,Delivered,
ORD011969,CUST03701,REST0135,RIDER0064,2025-12-03 12:10:00,Al Reem (Abu Dhabi),107.4,NEW50,53.7,8.22,Delivered,
ORD011970,CUST02344,REST0111,RIDER0247,2025-10-18 19:53:00,Al Rashidiya (Ajman),75.62,,,13.04,Delivered,
ORD011971,CUST01451,REST0172,RIDER0472,2025-10-17 19:22:00,Business Bay (Dubai),175.14,SAVE20,35.03,13.11,Delivered,
ORD011972,CUST03993,REST0172,RIDER0221,2025-11-15 13:41:00,Business Bay (Dubai),184.52,FREESHIP,18.45,12.52,Delivered,
ORD011973,CUST03455,REST0179,RIDER0574,2025-12-08 20:31:00,Yas Island (Abu Dhabi),80.66,SAVE20,16.13,12.77,Delivered,
ORD011974,CUST04685,REST0083,RIDER0032,2025-10-11 21:58:00,Marina (Dubai),165.44,,24.82,10.28,Delivered,
ORD011975,CUST00815,REST0079,RIDER0169,2025-12-20 14:49:00,Al Nuaimiya (Ajman),122.64,WELCOME10,12.26,5.67,Delivered,
ORD011976,CUST03220,REST0085,RIDER0605,2025-10-20 04:52:00,Al Reem (Abu Dhabi),54.97,WEEKEND15,8.25,5.73,Delivered,
ORD011977,CUST01202,REST0021,RIDER0125,2025-11-09 15:03:00,Khalidiya (Abu Dhabi),131.91,SAVE20,26.38,10.28,Delivered,
ORD011978,CUST04526,REST0122,RIDER0137,2025-11-20 19:18:00,Al Majaz (Sharjah),45.35,NEW50,22.68,8.67,Delivered,
ORD011979,CUST00495,REST0165,RIDER0264,2025-12-17 10:06:00,JLT (Dubai),34.22,LOYALTY25,8.56,10.62,Delivered,
ORD011980,CUST03269,REST0028,RIDER0665,2025-11-30 08:32:00,Khalidiya (Abu Dhabi),211.25,,,6.88,Cancelled,Restaurant Unavailable
ORD011981,CUST03931,REST0032,RIDER0032,2025-12-08 11:13:00,Al Rashidiya (Ajman),77.77,WEEKEND15,11.67,14.9,Delivered,
ORD011982,CUST01743,REST0185,RIDER0519,2025-11-02 01:12:00,Al Qasimia (Sharjah),74.5,NEW50,37.25,12.17,Delivered,
ORD011983,CUST04765,REST0169,RIDER0518,2025-12-22 18:05:00,Al Reem (Abu Dhabi),65.75,WELCOME10,6.58,7.19,Delivered,
ORD011984,CUST04251,REST0054,RIDER0260,2025-12-20 09:58:00,Al Nuaimiya (Ajman),78.87,SAVE20,15.77,12.2,Delivered,
ORD011985,CUST01450,REST0155,RIDER0409,2025-12-29 18:18:00,JLT (Dubai),117.94,,,7.58,Delivered,
ORD011986,CUST00044,REST0123,RIDER0754,2025-12-04 11:54:00,Al Qasimia (Sharjah),39.42,,,11.12,Delivered,
ORD011987,CUST01458,REST0087,RIDER0167,2025-12-20 23:08:00,Al Majaz (Sharjah),46.84,FLASH30,14.05,6.14,In Progress,
ORD011988,CUST01385,REST0040,RIDER0413,2025-12-26 15:34:00,Al Reem (Abu Dhabi),159.56,,,7.66,Cancelled,Payment Issue
ORD011989,CUST04455,REST0169,RIDER0663,2025-10-25 04:48:00,Al Reem (Abu Dhabi),76.46,WELCOME10,7.65,7.12,In Progress,
ORD011990,CUST04838,REST0070,RIDER0572,2025-10-29 19:50:00,Marina (Dubai),48.37,,,5.24,Delivered,
ORD011991,CUST00366,REST0024,RIDER0480,2025-10-24 13:47:00,Khalidiya (Abu Dhabi),53.68,WELCOME10,5.37,14.48,Delivered,
ORD011992,CUST02326,REST0146,RIDER0276,2025-12-03 17:56:00,Marina (Dubai),64.59,,,6.14,Cancelled,Payment Issue
ORD011993,CUST02724,REST0074,RIDER0526,2025-11-26 22:25:00,Al Reem (Abu Dhabi),83.86,FLASH30,25.16,12.08,Delivered,
ORD011994,CUST00470,REST0184,RIDER0621,2025-12-25 15:03:00,Yas Island (Abu Dhabi),188.96,,,11.19,Delivered,
ORD011995,CUST01858,REST0143,RIDER0593,2025-12-13 19:47:00,Corniche (Abu Dhabi),63.79,FLASH30,19.14,8.62,Delivered,
ORD011996,CUST01561,REST0098,RIDER0051,2025-12-06 11:27:00,Corniche (Abu Dhabi),46.71,SAVE20,9.34,10.29,Delivered,
ORD011997,CUST02655,REST0072,RIDER0693,2025-11-08 18:26:00,Deira (Dubai),47.63,SAVE20,9.53,8.79,Delivered,
ORD011998,CUST03294,REST0163,RIDER0596,2025-10-29 08:50:00,JBR (Dubai),70.74,,,12.82,Delivered,
ORD011999,CUST03492,REST0027,RIDER0670,2025-10-27 21:54:00,Al Rashidiya (Ajman),67.8,,,14.48,Delivered,
ORD012000,CUST00679,REST0089,RIDER0482,2025-11-30 10:43:00,Khalidiya (Abu Dhabi),97.54,LOYALTY25,24.38,14.03,Delivered,
ORD012001,CUST04051,REST0131,RIDER0674,2025-11-30 11:06:00,Al Nuaimiya (Ajman),38.75,,,9.05,Delivered,
ORD012002,CUST03388,REST0021,RIDER0693,2025-11-25 22:51:00,Khalidiya (Abu Dhabi),171.79,SAVE20,34.36,11.38,Delivered,
ORD012003,CUST04453,REST0121,RIDER0304,2025-10-26 09:56:00,Al Qasimia (Sharjah),114.19,LOYALTY25,28.55,7.84,Delivered,
ORD012004,CUST02211,REST0039,RIDER0564,2025-10-22 11:08:00,Al Qasimia (Sharjah),43.81,LOYALTY25,10.95,10.06,Delivered,
ORD012005,CUST04471,REST0032,RIDER0109,2025-10-26 16:33:00,Al Rashidiya (Ajman),97.81,,,8.4,Delivered,
ORD012006,CUST04325,REST0178,RIDER0789,2025-11-28 22:54:00,Deira (Dubai),60.2,,,8.46,Delivered,
ORD012007,CUST02161,REST0085,RIDER0164,2025-11-08 18:07:00,Al Reem (Abu Dhabi),44.98,SAVE20,9.0,8.2,Delivered,
ORD012008,CUST01874,REST0009,RIDER0738,2025-11-16 08:55:00,Al Reem (Abu Dhabi),62.73,FLASH30,18.82,7.55,Delivered,
ORD012009,CUST04665,REST0050,RIDER0443,2025-12-15 19:09:00,Yas Island (Abu Dhabi),192.98,WEEKEND15,28.95,10.12,Delivered,
ORD012010,CUST03542,REST0001,RIDER0560,2025-10-05 13:00:00,Business Bay (Dubai),64.86,LOYALTY25,16.22,11.38,Delivered,
ORD012011,CUST04641,REST0004,RIDER0457,2025-10-20 23:49:00,Corniche (Abu Dhabi),93.35,,,14.55,Delivered,
ORD012012,CUST03969,REST0004,RIDER0304,2025-12-02 17:07:00,Corniche (Abu Dhabi),119.77,,,7.06,Delivered,
ORD012013,CUST03005,REST0090,RIDER0361,2025-10-25 15:44:00,Al Nuaimiya (Ajman),47.67,LOYALTY25,11.92,9.79,Delivered,
